id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
515,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,3,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,1.755830,2.876740,0.253540,0.010030,0.820280,1.219857,0.042291,0.894777,0.000522,0.737178,0.202022,0.937069,-0.642693,0.042813,0.279529,1.674768,
516,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,4,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,0.345830,0.233380,0.253540,0.010030,0.717220,0.497450,0.042291,0.151803,0.000522,0.160351,-0.542389,0.194094,-0.642693,0.042813,0.992055,0.354968,
517,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,5,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,0.100830,0.072730,0.253540,0.010030,0.682500,0.155000,0.042291,0.173431,0.000522,0.017192,-0.840769,0.215722,-0.642693,0.042813,1.385253,0.233436,
518,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,6,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,0.383330,0.400010,0.253540,0.010030,2.284170,0.878459,0.042291,0.362973,0.000522,0.049302,-0.505049,0.405265,-0.642693,0.042813,1.355285,0.455088,
519,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,7,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,0.473330,0.218440,0.253540,0.010030,1.016670,1.187280,0.042291,0.070993,0.000522,0.454595,-0.422402,0.113284,-0.642693,0.042813,1.007350,0.568401,
520,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,8,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,1.165630,0.415190,0.035000,0.039690,0.253540,0.010030,0.340000,0.260924,0.042291,0.428652,0.000522,0.196313,-0.941697,0.470943,-0.642693,0.042813,1.456026,0.667778,
521,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,9,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,1.335000,0.866380,1.009380,0.229150,2.328890,0.812174,0.167650,0.140389,0.017179,0.040540,0.637826,0.308039,0.547429,0.184830,-0.276162,0.365758,
522,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,10,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,1.441670,1.013020,1.009380,0.229150,3.975830,1.679733,0.167650,0.164582,0.017179,0.059498,0.660069,0.332232,0.547429,0.184830,-0.079656,0.408910,
523,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,11,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.230000,0.146650,1.009380,0.229150,0.921670,0.743935,0.167650,0.135515,0.017179,0.217169,-0.124160,0.303165,0.547429,0.184830,0.053151,0.537514,
524,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,12,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.531670,0.183310,1.009380,0.229150,0.130830,0.090910,0.167650,0.039625,0.017179,0.160949,0.285967,0.207275,0.547429,0.184830,-1.152470,0.385403,
525,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,13,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.082080,0.092510,1.009380,0.229150,1.256250,0.588666,0.167650,0.423430,0.017179,0.073192,-0.564897,0.591080,0.547429,0.184830,0.329911,0.681452,
526,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,14,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.350000,0.239220,1.009380,0.229150,1.821670,1.707347,0.167650,0.155718,0.017179,0.292808,0.084918,0.323368,0.547429,0.184830,0.130239,0.633355,
527,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,15,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.048750,0.037120,1.009380,0.229150,1.078330,0.143778,0.167650,0.193262,0.017179,0.005926,-0.716537,0.360912,0.547429,0.184830,0.366065,0.384017,
528,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,186,4,16,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Fabaceae,Onobrychis viciifolia,forb,dicot,perennial,shoot biomass,3,0.295210,0.209360,0.036670,0.030140,1.009380,0.229150,1.637500,1.837796,0.167650,0.225187,0.017179,0.419866,-0.779017,0.392837,0.547429,0.184830,0.408765,0.829883,
529,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,1,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,4.207500,0.481330,3.861460,1.659910,4.400000,2.690401,0.042225,0.004362,0.061595,0.124626,-0.028688,0.046587,-0.071485,0.103819,0.093850,0.232807,
530,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,2,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,1.769440,1.529350,3.861460,1.659910,5.177500,4.091073,0.042225,0.249012,0.061595,0.208120,-0.431549,0.291237,-0.071485,0.103819,0.562070,0.560951,
531,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,3,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,6.319170,1.777870,3.861460,1.659910,7.761670,2.579487,0.042225,0.026385,0.061595,0.036816,0.172909,0.068610,-0.071485,0.103819,0.173930,0.167020,
532,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,4,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,5.420000,2.682630,3.861460,1.659910,3.705830,0.708459,0.042225,0.081659,0.061595,0.012183,0.097606,0.123883,-0.071485,0.103819,-0.116352,0.197661,
533,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,5,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,1.944170,0.866900,3.861460,1.659910,1.049440,1.021226,0.042225,0.066275,0.061595,0.315651,-0.392467,0.108499,-0.071485,0.103819,-0.227395,0.485745,
534,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,6,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,5.668330,2.289970,3.861460,1.659910,2.180000,1.300180,0.042225,0.054404,0.061595,0.118569,0.119740,0.096628,-0.071485,0.103819,-0.372982,0.276793,
535,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,7,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,3.409170,1.927470,3.861460,1.659910,2.083330,0.847579,0.042225,0.106551,0.061595,0.055173,-0.133101,0.148775,-0.071485,0.103819,-0.169906,0.265543,
536,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,8,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,4.456040,1.585960,1.275830,0.830370,3.861460,1.659910,1.536670,0.329321,0.042225,0.141201,0.061595,0.015309,-0.554829,0.183425,-0.071485,0.103819,0.164229,0.260329,
537,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,9,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,8.019170,6.273880,4.990630,2.563100,9.195830,5.657123,0.072185,0.204029,0.087922,0.126150,0.394764,0.276214,0.178367,0.160108,-0.110016,0.490287,
538,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,10,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,5.020000,3.764990,4.990630,2.563100,5.344170,2.321725,0.072185,0.187499,0.087922,0.062913,0.181206,0.259684,0.178367,0.160108,-0.147089,0.410520,
539,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,11,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,5.507500,3.737800,4.990630,2.563100,6.550000,1.914398,0.072185,0.153533,0.087922,0.028475,0.225620,0.225718,0.178367,0.160108,-0.091906,0.342115,
540,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,12,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,5.293330,2.918660,4.990630,2.563100,2.945830,1.003856,0.072185,0.101342,0.087922,0.038708,0.206716,0.173527,0.178367,0.160108,-0.463286,0.300158,
541,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,13,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,1.562500,0.190000,4.990630,2.563100,2.048330,0.681438,0.072185,0.004929,0.087922,0.036892,-0.380242,0.077114,0.178367,0.160108,-0.043819,0.201928,
542,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,14,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,1.548750,0.966970,4.990630,2.563100,3.603750,2.699380,0.072185,0.129940,0.087922,0.187024,-0.384016,0.202125,0.178367,0.160108,0.220469,0.477071,
543,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,187,5,15,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Plantaginaceae,Plantago lanceolata,forb,dicot,annual,shoot biomass,3,3.479790,1.619340,1.336670,0.559220,4.990630,2.563100,1.622780,0.280417,0.072185,0.058344,0.087922,0.009953,-0.444957,0.130529,0.178367,0.160108,-0.081690,0.228405,
544,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,188,6,1,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Poaceae,Poa pratensis,grass,monocot,perennial,shoot biomass,3,1.453540,0.813640,5.475830,2.271650,1.047290,0.773440,6.821670,1.174602,0.104445,0.057367,0.181802,0.009883,0.580470,0.161812,-0.162446,0.286247,0.271886,0.353497,
545,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,188,6,2,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Poaceae,Poa pratensis,grass,monocot,perennial,shoot biomass,3,1.453540,0.813640,2.279170,1.973610,1.047290,0.773440,3.087500,0.988572,0.104445,0.249947,0.181802,0.034173,0.221188,0.354392,-0.162446,0.286247,0.313066,0.570367,
546,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,188,6,3,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Poaceae,Poa pratensis,grass,monocot,perennial,shoot biomass,3,1.453540,0.813640,3.394170,0.562150,1.047290,0.773440,3.311670,0.290800,0.104445,0.009144,0.181802,0.002570,0.400319,0.113589,-0.162446,0.286247,0.150143,0.297961,
547,"Zuppinger-Dingley, D., et al. (2016). Plant selection and soil legacy enhance long-term biodiversity effects. Ecology, 97, 918–928.",10.1890/15-0599,gh,50.91666667,11.58333333,188,6,4,competition,live_sterile,con_hetero,soil from field exp; used as inoculum in feedback exp,conditioned_in_field,18,Poaceae,Poa pratensis,grass,monocot,perennial,shoot biomass,3,1.453540,0.813640,4.280830,1.010890,1.047290,0.773440,5.358330,1.877376,0.104445,0.018588,0.181802,0.040919,0.493043,0.123033,-0.162446,0.286247,0.274230,0.345754,
